Номенклатура;Дата;Количество;Цена;Сумма;НДС;Контрагент;Организация
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-08 13:29:11;208.0;148.03;15395.33;2565.89;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-06 23:59:57;264.0;129.22;17057.04;2842.84;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-06 15:15:40;264.0;148.03;19540.22;3256.7;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-05 23:59:57;240.0;129.22;15506.4;2584.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-05 19:32:51;240.0;148.03;17763.84;2960.64;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-04 23:59:57;464.0;129.22;29979.04;4996.51;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-04 16:51:40;360.0;150.41;27073.44;4512.24;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-04 14:01:25;104.0;196.9;10238.59;1706.43;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-02 23:59:57;144.0;129.22;9303.84;1550.64;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-02 13:58:22;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-01 23:59:57;192.0;129.22;12405.12;2067.52;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-01 20:15:56;8.0;148.03;592.13;98.69;Лента ООО РЦ 8143;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-06-01 10:26:31;184.0;148.03;13618.94;2269.82;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-30 23:59:57;312.0;129.22;20158.32;3359.72;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-30 18:39:29;312.0;148.03;23092.99;3848.83;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-29 23:59:57;240.0;129.22;15506.4;2584.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-29 23:42:16;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-29 01:31:19;96.0;196.9;9451.01;1575.17;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-26 23:59:57;64.0;129.22;4135.04;689.17;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-26 18:26:50;64.0;148.03;4737.02;789.5;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-25 23:59:57;136.0;129.22;8786.96;1464.49;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-25 19:02:12;136.0;148.03;10066.18;1677.7;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-23 23:59:57;288.0;129.22;18607.68;3101.28;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-23 17:29:58;288.0;148.03;21316.61;3552.77;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-22 23:59:57;112.0;129.22;7236.32;1206.05;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-22 18:39:05;112.0;148.03;8289.79;1381.63;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-21 23:59:57;376.0;129.22;24293.36;4048.89;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-21 20:22:59;112.0;196.9;11026.18;1837.7;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-21 17:39:55;264.0;150.41;19853.86;3308.98;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-19 23:59:57;72.0;129.22;4651.92;775.32;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-19 18:12:19;72.0;148.03;5329.15;888.19;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-18 23:59:57;304.0;129.22;19641.44;3273.57;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-18 17:10:52;304.0;148.03;22500.86;3750.14;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-16 23:59:57;136.0;129.22;8786.96;1464.49;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-16 20:30:56;136.0;148.03;10066.18;1677.7;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-15 23:59:57;104.0;129.22;6719.44;1119.91;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-15 18:20:01;104.0;148.03;7697.66;1282.94;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-12 23:59:57;64.0;129.22;4135.04;689.17;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-12 18:11:21;64.0;148.03;4737.02;789.5;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-11 23:59:57;152.0;129.22;9820.72;1636.79;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-11 21:04:30;152.0;148.03;11250.43;1875.07;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-09 23:59:57;232.0;129.22;14989.52;2498.25;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-09 14:23:22;232.0;148.03;17171.71;2861.95;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-08 23:59:57;136.0;129.22;8786.96;1464.49;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-08 11:25:37;136.0;148.03;10066.18;1677.7;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-07 23:59:57;512.0;129.22;33080.32;5513.39;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-07 17:24:53;48.0;196.9;4725.5;787.58;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-07 14:21:39;464.0;150.41;34894.66;5815.78;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-05 23:59:57;72.0;129.22;4651.92;775.32;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-05 14:54:30;72.0;148.03;5329.15;888.19;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-04 23:59:57;352.0;129.22;22742.72;3790.45;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-04 23:51:11;264.0;148.03;19540.22;3256.7;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-04 04:15:26;88.0;148.03;6513.41;1085.57;Лента ООО РЦ 8117;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-02 23:59:57;208.0;129.22;13438.88;2239.81;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-02 18:13:27;208.0;148.03;15395.33;2565.89;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-01 23:59:57;88.0;129.22;5685.68;947.61;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-05-01 10:15:46;88.0;148.03;6513.41;1085.57;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-29 23:59:57;64.0;129.22;4135.04;689.17;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-29 18:09:50;64.0;196.9;6300.67;1050.11;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-28 23:59:57;408.0;129.22;26360.88;4393.48;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-28 22:59:55;168.0;148.03;12434.69;2072.45;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-28 15:01:44;240.0;148.03;17763.84;2960.64;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-25 23:59:57;320.0;129.22;20675.2;3445.87;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-25 17:15:55;320.0;148.03;23685.12;3947.52;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-24 23:59:57;304.0;129.22;19641.44;3273.57;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-24 14:25:50;304.0;148.03;22500.86;3750.14;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-23 23:59:57;320.0;129.22;20675.2;3445.87;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-23 11:52:26;320.0;150.41;24065.28;4010.88;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-22 23:59:57;232.0;129.22;14989.52;2498.25;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-22 18:38:55;232.0;196.9;22839.94;3806.66;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-21 23:59:57;192.0;129.22;12405.12;2067.52;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-21 14:45:12;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-20 23:59:57;392.0;129.22;25327.12;4221.19;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-20 23:42:39;392.0;148.03;29014.27;4835.71;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-18 23:59:57;472.0;129.22;30495.92;5082.65;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-18 16:26:37;472.0;148.03;34935.55;5822.59;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-17 23:59:57;208.0;129.22;13438.88;2239.81;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-17 23:47:15;208.0;148.03;15395.33;2565.89;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-16 23:59:57;88.0;129.22;5685.68;947.61;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-16 16:22:15;88.0;196.9;8663.42;1443.9;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-14 23:59:57;424.0;129.22;27394.64;4565.77;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-14 14:55:55;304.0;148.03;22500.86;3750.14;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-14 13:36:08;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-12 23:59:57;400.0;129.22;25844.0;4307.33;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-12 00:08:09;400.0;148.03;29606.4;4934.4;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-11 23:59:57;128.0;129.22;8270.08;1378.35;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-11 13:20:53;128.0;148.03;9474.05;1579.01;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-09 23:59:57;1056.0;129.22;68228.16;11371.36;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-09 18:02:28;144.0;196.9;14176.51;2362.75;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-09 09:47:15;912.0;150.41;68586.05;11431.01;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-07 23:59:57;352.0;129.22;22742.72;3790.45;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-07 22:05:19;184.0;148.03;13618.94;2269.82;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-07 12:57:00;168.0;148.03;12434.69;2072.45;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-04 23:59:57;360.0;129.22;23259.6;3876.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-04 17:37:42;360.0;148.03;26645.76;4440.96;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-03 23:59:57;216.0;129.22;13955.76;2325.96;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-03 14:27:55;216.0;148.03;15987.46;2664.58;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-02 23:59:57;176.0;129.22;11371.36;1895.23;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-04-02 20:23:31;176.0;196.9;17326.85;2887.81;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-31 23:59:57;144.0;129.22;9303.84;1550.64;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-31 15:36:19;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-30 23:59:57;408.0;129.22;26360.88;4393.48;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-30 22:21:57;408.0;148.03;30198.53;5033.09;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-28 23:59:57;296.0;129.22;19124.56;3187.43;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-28 12:31:29;296.0;148.03;21908.74;3651.46;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-27 23:59:57;120.0;129.22;7753.2;1292.2;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-27 08:27:25;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-26 23:59:57;88.0;129.22;5685.68;947.61;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-26 22:00:45;88.0;196.9;8663.42;1443.9;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-24 23:59:57;328.0;129.22;21192.08;3532.01;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-24 13:28:18;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-24 11:49:27;208.0;148.03;15395.33;2565.89;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-21 23:59:57;264.0;129.22;17057.04;2842.84;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-21 11:41:23;264.0;148.03;19540.22;3256.7;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-20 23:59:57;144.0;129.22;9303.84;1550.64;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-20 17:03:45;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-19 23:59:57;80.0;129.22;5168.8;861.47;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-19 18:14:13;80.0;196.9;7875.84;1312.64;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-17 23:59:57;368.0;129.22;23776.48;3962.75;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-17 18:48:34;240.0;148.03;17763.84;2960.64;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-17 18:03:33;128.0;148.03;9474.05;1579.01;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-16 23:59:57;32.0;129.22;2067.52;344.59;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-16 09:29:10;32.0;148.03;2368.51;394.75;Лента ООО РЦ 8117;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-14 23:59:57;192.0;129.22;12405.12;2067.52;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-14 13:02:29;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-13 23:59:57;96.0;129.22;6202.56;1033.76;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-13 16:00:21;96.0;148.03;7105.54;1184.26;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-12 23:59:57;288.0;129.22;18607.68;3101.28;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-12 14:16:29;80.0;196.9;7875.84;1312.64;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-12 10:08:29;208.0;150.41;15642.43;2607.07;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-10 23:59:57;328.0;129.22;21192.08;3532.01;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-10 21:22:33;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-10 16:27:03;136.0;148.03;10066.18;1677.7;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-07 23:59:57;264.0;129.22;17057.04;2842.84;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-07 18:52:20;272.0;148.03;20132.35;3355.39;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-06 23:59:57;136.0;129.22;8786.96;1464.49;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-06 17:17:31;136.0;148.03;10066.18;1677.7;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-06 16:05:35;152.0;148.03;11250.43;1875.07;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-05 23:59:57;248.0;129.22;16023.28;2670.55;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-05 20:08:24;248.0;196.9;24415.1;4069.18;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-03 23:59:57;248.0;129.22;16023.28;2670.55;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-03 23:48:07;152.0;148.03;11250.43;1875.07;Лента ООО РЦ Валищево;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-03-03 17:42:03;96.0;148.03;7105.54;1184.26;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-28 23:59:57;424.0;123.36;26152.32;4358.72;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-28 20:49:07;368.0;148.03;27237.89;4539.65;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-28 20:49:02;56.0;148.03;4144.9;690.82;Лента ООО РЦ 8024;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-27 23:59:57;208.0;123.36;12829.44;2138.24;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-27 20:13:21;208.0;148.03;15395.33;2565.89;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-26 23:59:57;720.0;123.36;44409.6;7401.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-26 13:34:09;720.0;150.41;54146.88;9024.48;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-02-24 23:59:57;392.0;123.36;24178.56;4029.76;ВРА-М ООО;"ООО ""7 Утра"""
